0187    LATIN CAPITAL LETTER C WITH HOOK
0188    LATIN SMALL LETTER C WITH HOOK
0189    LATIN CAPITAL LETTER AFRICAN D
018A    LATIN CAPITAL LETTER D WITH HOOK
018B    LATIN CAPITAL LETTER D WITH TOPBAR
018C    LATIN SMALL LETTER D WITH TOPBAR
018D    LATIN SMALL LETTER TURNED DELTA
018E    LATIN CAPITAL LETTER REVERSED E
018F    LATIN CAPITAL LETTER SCHWA
0190    LATIN CAPITAL LETTER OPEN E
0191    LATIN CAPITAL LETTER F WITH HOOK
0192    LATIN SMALL LETTER F WITH HOOK
0193    LATIN CAPITAL LETTER G WITH HOOK
0194    LATIN CAPITAL LETTER GAMMA
0195    LATIN SMALL LETTER HV
0196    LATIN CAPITAL LETTER IOTA
0197    LATIN CAPITAL LETTER I WITH STROKE
0198    LATIN CAPITAL LETTER K WITH HOOK
0199    LATIN SMALL LETTER K WITH HOOK
019A    LATIN SMALL LETTER L WITH BAR
019B    LATIN SMALL LETTER LAMBDA WITH STROKE
019C    LATIN CAPITAL LETTER TURNED M
019D    LATIN CAPITAL LETTER N WITH LEFT HOOK
019E    LATIN SMALL LETTER N WITH LONG RIGHT LEG
019F    LATIN CAPITAL LETTER O WITH MIDDLE TILDE
01A0    LATIN CAPITAL LETTER O WITH HORN
01A1    LATIN SMALL LETTER O WITH HORN
01A2    LATIN CAPITAL LETTER OI
01A3    LATIN SMALL LETTER OI
01A4    LATIN CAPITAL LETTER P WITH HOOK
01A5    LATIN SMALL LETTER P WITH HOOK
01A6    LATIN LETTER YR
01A7    LATIN CAPITAL LETTER TONE TWO
01A8    LATIN SMALL LETTER TONE TWO
01A9    LATIN CAPITAL LETTER ESH
01AA    LATIN LETTER REVERSED ESH LOOP
01AB    LATIN SMALL LETTER T WITH PALATAL HOOK
01AC    LATIN CAPITAL LETTER T WITH HOOK
01AD    LATIN SMALL LETTER T WITH HOOK
01AE    LATIN CAPITAL LETTER T WITH RETROFLEX HOOK
01AF    LATIN CAPITAL LETTER U WITH HORN
01B0    LATIN SMALL LETTER U WITH HORN
01B1    LATIN CAPITAL LETTER UPSILON
01B2    LATIN CAPITAL LETTER V WITH HOOK
01B3    LATIN CAPITAL LETTER Y WITH HOOK
01B4    LATIN SMALL LETTER Y WITH HOOK
01B5    LATIN CAPITAL LETTER Z WITH STROKE
01B6    LATIN SMALL LETTER Z WITH STROKE
01B7    LATIN CAPITAL LETTER EZH
01B8    LATIN CAPITAL LETTER EZH REVERSED
01B9    LATIN SMALL LETTER EZH REVERSED
01BA    LATIN SMALL LETTER EZH WITH TAIL
01BB    LATIN LETTER TWO WITH STROKE
01BC    LATIN CAPITAL LETTER TONE FIVE
01BD    LATIN SMALL LETTER TONE FIVE
01BE    LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE
01BF    LATIN LETTER WYNN
01C0    LATIN LETTER DENTAL CLICK
01C1    LATIN LETTER LATERAL CLICK
01C2    LATIN LETTER ALVEOLAR CLICK
01C3    LATIN LETTER RETROFLEX CLICK
01C4    LATIN CAPITAL LETTER DZ WITH CARON
01C5    LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON
01C6    LATIN SMALL LETTER DZ WITH CARON
01C7    LATIN CAPITAL LETTER LJ
01C8    LATIN CAPITAL LETTER L WITH SMALL LETTER J
01C9    LATIN SMALL LETTER LJ
01CA    LATIN CAPITAL LETTER NJ
01CB    LATIN CAPITAL LETTER N WITH SMALL LETTER J
01CC    LATIN SMALL LETTER NJ
01CD    LATIN CAPITAL LETTER A WITH CARON
01CE    LATIN SMALL LETTER A WITH CARON
01CF    LATIN CAPITAL LETTER I WITH CARON
01D0    LATIN SMALL LETTER I WITH CARON
01D1    LATIN CAPITAL LETTER O WITH CARON
01D2    LATIN SMALL LETTER O WITH CARON
01D3    LATIN CAPITAL LETTER U WITH CARON
01D4    LATIN SMALL LETTER U WITH CARON
01D5    LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON
01D6    LATIN SMALL LETTER U WITH DIAERESIS AND MACRON
01D7    LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE
01D8    LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE
01D9    LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON
01DA    LATIN SMALL LETTER U WITH DIAERESIS AND CARON
01DB    LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE
01DC    LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE
01DD    LATIN SMALL LETTER TURNED E
01DE    LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON
01DF    LATIN SMALL LETTER A WITH DIAERESIS AND MACRON
01E0    LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON
01E1    LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON
01E2    LATIN CAPITAL LETTER AE WITH MACRON
01E3    LATIN SMALL LETTER AE WITH MACRON
01E4    LATIN CAPITAL LETTER G WITH STROKE
01E5    LATIN SMALL LETTER G WITH STROKE
01E6    LATIN CAPITAL LETTER G WITH CARON
01E7    LATIN SMALL LETTER G WITH CARON
01E8    LATIN CAPITAL LETTER K WITH CARON
01E9    LATIN SMALL LETTER K WITH CARON
01EA    LATIN CAPITAL LETTER O WITH OGONEK
01EB    LATIN SMALL LETTER O WITH OGONEK
01EC    LATIN CAPITAL LETTER O WITH OGONEK AND MACRON
01ED    LATIN SMALL LETTER O WITH OGONEK AND MACRON
01EE    LATIN CAPITAL LETTER EZH WITH CARON
01EF    LATIN SMALL LETTER EZH WITH CARON
01F0    LATIN SMALL LETTER J WITH CARON
01F1    LATIN CAPITAL LETTER DZ
01F2    LATIN CAPITAL LETTER D WITH SMALL LETTER Z
01F3    LATIN SMALL LETTER DZ
01F4    LATIN CAPITAL LETTER G WITH ACUTE
01F5    LATIN SMALL LETTER G WITH ACUTE
01F6    LATIN CAPITAL LETTER HWAIR
01F7    LATIN CAPITAL LETTER WYNN
01F8    LATIN CAPITAL LETTER N WITH GRAVE
01F9    LATIN SMALL LETTER N WITH GRAVE
01FA    LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE
01FB    LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE
01FC    LATIN CAPITAL LETTER AE WITH ACUTE
01FD    LATIN SMALL LETTER AE WITH ACUTE
01FE    LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
01FF    LATIN SMALL LETTER O WITH STROKE AND ACUTE
0200    LATIN CAPITAL LETTER A WITH DOUBLE GRAVE
0201    LATIN SMALL LETTER A WITH DOUBLE GRAVE
0202    LATIN CAPITAL LETTER A WITH INVERTED BREVE
0203    LATIN SMALL LETTER A WITH INVERTED BREVE
0204    LATIN CAPITAL LETTER E WITH DOUBLE GRAVE
0205    LATIN SMALL LETTER E WITH DOUBLE GRAVE
0206    LATIN CAPITAL LETTER E WITH INVERTED BREVE
0207    LATIN SMALL LETTER E WITH INVERTED BREVE
0208    LATIN CAPITAL LETTER I WITH DOUBLE GRAVE
0209    LATIN SMALL LETTER I WITH DOUBLE GRAVE
020A    LATIN CAPITAL LETTER I WITH INVERTED BREVE
020B    LATIN SMALL LETTER I WITH INVERTED BREVE
020C    LATIN CAPITAL LETTER O WITH DOUBLE GRAVE
020D    LATIN SMALL LETTER O WITH DOUBLE GRAVE
020E    LATIN CAPITAL LETTER O WITH INVERTED BREVE
020F    LATIN SMALL LETTER O WITH INVERTED BREVE
0210    LATIN CAPITAL LETTER R WITH DOUBLE GRAVE
0211    LATIN SMALL LETTER R WITH DOUBLE GRAVE
0212    LATIN CAPITAL LETTER R WITH INVERTED BREVE
0213    LATIN SMALL LETTER R WITH INVERTED BREVE
0214    LATIN CAPITAL LETTER U WITH DOUBLE GRAVE
0215    LATIN SMALL LETTER U WITH DOUBLE GRAVE
0216    LATIN CAPITAL LETTER U WITH INVERTED BREVE
0217    LATIN SMALL LETTER U WITH INVERTED BREVE
0218    LATIN CAPITAL LETTER S WITH COMMA BELOW
0219    LATIN SMALL LETTER S WITH COMMA BELOW
021A    LATIN CAPITAL LETTER T WITH COMMA BELOW
021B    LATIN SMALL LETTER T WITH COMMA BELOW
021C    LATIN CAPITAL LETTER YOGH
021D    LATIN SMALL LETTER YOGH
021E    LATIN CAPITAL LETTER H WITH CARON
021F    LATIN SMALL LETTER H WITH CARON
0220    LATIN CAPITAL LETTER N WITH LONG RIGHT LEG
0221    LATIN SMALL LETTER D WITH CURL
0222    LATIN CAPITAL LETTER OU
0223    LATIN SMALL LETTER OU
0224    LATIN CAPITAL LETTER Z WITH HOOK
0225    LATIN SMALL LETTER Z WITH HOOK
0226    LATIN CAPITAL LETTER A WITH DOT ABOVE
0227    LATIN SMALL LETTER A WITH DOT ABOVE
0228    LATIN CAPITAL LETTER E WITH CEDILLA
0229    LATIN SMALL LETTER E WITH CEDILLA
022A    LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON
022B    LATIN SMALL LETTER O WITH DIAERESIS AND MACRON
022C    LATIN CAPITAL LETTER O WITH TILDE AND MACRON
022D    LATIN SMALL LETTER O WITH TILDE AND MACRON
022E    LATIN CAPITAL LETTER O WITH DOT ABOVE
022F    LATIN SMALL LETTER O WITH DOT ABOVE
0230    LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON
0231    LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON
0232    LATIN CAPITAL LETTER Y WITH MACRON
0233    LATIN SMALL LETTER Y WITH MACRON
0234    LATIN SMALL LETTER L WITH CURL
0235    LATIN SMALL LETTER N WITH CURL
0236    LATIN SMALL LETTER T WITH CURL
0237    LATIN SMALL LETTER DOTLESS J
0238    LATIN SMALL LETTER DB DIGRAPH
0239    LATIN SMALL LETTER QP DIGRAPH
023A    LATIN CAPITAL LETTER A WITH STROKE
